"value","income","age","rooms","bedrooms","pop","hh"
232200,5.5449,44,1619,280,815,284
228600,4.3056,44,1785,307,779,291
227600,5.5196,45,3087,574,1474,567
222500,4.875,36,1408,250,702,251
225300,5.1171,36,1462,233,664,220
221900,3.8162,36,1999,390,887,379
218200,4.6875,36,1742,340,857,341
223100,4.4196,37,1249,202,517,189
225200,4.918,36,1820,313,899,295
227300,5.9265,36,2734,448,1308,441
225700,4.8462,36,2422,420,1193,421
244400,5.2713,36,1930,354,915,328
234400,5.3735,36,2000,343,956,352
402500,7.6084,20,6295,937,2292,874
239800,5.2299,36,2219,393,1042,396
254400,7.1937,36,1878,323,846,325
245300,3.7031,36,1111,184,444,177
246000,5.1993,36,856,146,451,164
235600,3.9722,36,1252,209,558,214
232800,4.3203,37,1987,347,1095,357
254800,5.2155,36,1946,346,871,336
218200,4.375,37,1756,345,836,335
224600,4.6087,36,2565,458,1155,443
228500,4.2143,37,1798,331,860,340
231400,4.7845,37,1013,199,493,183
223900,4.325,37,1228,237,572,242
225400,5.1795,37,1530,290,711,283
223700,3.7321,36,665,114,273,112
241900,5.395,34,1903,343,928,349
227100,4.6473,36,1749,322,855,319
233600,4.3438,36,1026,182,505,176
226000,4.4312,36,1496,271,743,265
223000,4.0893,41,1509,325,821,314
219800,3.1042,44,1886,399,1167,372
249200,5.0447,36,1774,299,784,298
250700,4.6875,36,1665,291,721,294
256300,2.7092,35,1835,435,774,418
251400,5.3701,36,1257,205,530,211
235000,4.3897,36,1837,319,810,305
244900,5.587,36,1993,354,884,337
257000,5.7942,36,2223,370,1039,370
243300,5.0795,36,1371,250,666,257
253900,4.4831,36,1724,322,838,328
244800,4.66,36,1680,291,744,280
231600,5.4602,35,1034,180,444,177
257900,6.2187,37,1694,280,776,271
239600,5.62,36,1962,325,786,315
240800,5.0574,37,1814,329,850,328
247300,5.8491,36,4210,657,1911,631
251800,5.7389,35,4466,740,2134,743
287200,5.7368,35,2370,379,996,380
249400,5.1805,36,3359,596,1522,565
500001,7.9767,16,3985,567,1327,564
500001,4.6133,29,2937,524,1132,528
500001,3.7232,31,3039,739,1199,697
480600,5.3441,36,1245,211,508,221
232400,4.3317,43,1471,301,767,311
240700,4.1687,41,1762,314,738,300
236200,5.0072,44,2153,375,947,364
234800,4.375,45,2317,448,1057,428
212500,4.6452,45,1519,263,681,267
242900,3.7716,20,6678,1797,3625,1599
203900,3.4211,43,2506,531,1230,543
196300,3.7826,5,3700,993,1657,848
209400,3.4833,23,2573,688,1478,604
215400,3.1711,44,2388,619,1461,592
217900,3.108,44,2101,496,1038,500
185900,3.0453,25,4013,1097,2297,969
181300,2.0875,17,1584,435,904,406
139100,1.9808,14,1709,558,1939,520
152700,2.0156,33,2048,585,2074,597
153700,2.4,25,3742,1180,3916,1063
164000,2.875,26,3061,844,2135,769
139700,2.375,32,2171,672,3002,648
115900,1.9318,30,1349,519,2646,552
129700,1.2746,36,1697,550,1379,434
130000,2.0186,27,1580,510,1896,448
118300,1.7589,28,1219,408,1816,348
162500,1.2206,20,1255,360,1201,318
156300,2.2543,29,1170,369,1398,373
126600,2.137,37,1834,551,1967,476
141700,1.9387,30,3107,994,3543,850
137500,2.8533,24,225,72,439,71
116700,2.0675,25,2851,968,3744,906
112500,4.5938,33,32,18,96,36
150000,2.1964,44,121,29,153,30
104200,1.7,48,143,41,222,50
87500,5,21,49,14,29,16
218800,1.3274,21,2741,1029,2924,969
187500,0.9318,35,1511,593,914,539
175000,1.7064,46,1889,651,1545,587
168800,1.9872,48,1766,497,1908,466
162500,2.3305,52,2662,893,3018,763
137500,1.2321,35,1574,603,820,514
131300,1.2864,40,2034,899,1257,797
145800,1.5076,24,2404,819,1566,753
143800,1.9797,22,1118,437,1190,399
2e+05,2.2344,52,1375,457,1089,317
129200,2.7813,41,1158,396,1209,336
106300,2.225,42,517,233,995,212
162500,1.5,45,1434,627,735,518
162500,4.6629,25,1442,392,632,385
2e+05,1.4048,52,1562,616,692,512
155000,1.5536,39,1645,547,1339,499
112500,1.1483,36,1833,688,1128,620
137500,1.6178,21,2103,727,1064,603
150000,1.0714,31,1711,691,1092,568
152500,1.4565,20,1852,556,1712,556
1e+05,2.0769,17,1419,436,1300,360
162500,1.5603,52,1180,381,1046,332
162500,1.5844,31,1648,484,898,457
162500,2.5544,8,992,393,694,331
162500,1.8438,29,1013,392,1083,316
175000,1.8036,42,1021,300,533,187
140200,1.7393,29,2920,962,3580,772
186200,1.9647,23,3768,1261,3940,1098
146200,1.7701,26,3042,1253,4812,1141
147500,1.918,44,2364,746,3184,672
181300,2.2538,36,2933,881,2077,838
191100,2.6786,45,2508,797,1340,720
165600,2.346,38,2239,721,984,684
180400,2.1378,39,2953,878,1379,785
154700,2.2808,12,4409,1401,3068,1262
137500,1.1295,29,1776,606,1391,488
159400,2.6371,30,1418,439,720,417
241700,2.675,37,1127,327,492,331
310000,4.0968,30,5915,1750,2136,1503
218800,3.1149,45,2151,643,1047,579
220000,3.0153,45,2143,697,1004,594
325000,2.3523,37,2653,754,1087,698
193800,2.5726,41,2048,601,852,533
175000,1.8388,49,2297,759,1105,629
382100,3.8125,49,3382,787,1314,756
500001,3.7838,36,2006,453,807,426
306300,3.8984,30,4439,1105,1749,1011
266300,2.7212,39,2428,634,1312,612
272200,2.7614,30,2800,757,1292,742
304100,2.9384,38,3235,769,1284,752
232500,2.875,29,3078,786,1460,736
225000,3.0503,25,4405,1262,2178,1090
163300,2.127,15,4798,1374,3087,1212
222500,2.3317,39,4075,1085,2470,1025
222900,3.1739,52,3248,853,1819,815
179700,1.6955,29,3684,1301,3891,1143
207800,3.3003,13,3056,861,1600,824
198600,3.5812,12,4436,1133,2176,1002
250000,3.6193,35,2768,752,1277,651
233300,3.4107,42,1898,488,940,483
434500,7.5,45,1016,172,361,163
307400,3.2917,49,2792,690,1301,648
342900,3.875,51,2812,621,1171,566
393900,4.1765,52,2204,498,899,445
339800,4.5,41,3448,896,1621,838
271100,3.5528,27,3043,787,1398,747
432500,3.901,37,3242,698,1080,629
5e+05,3.625,29,2743,708,1059,651
500001,3.5985,36,2916,785,1183,749
361800,3.5292,36,4366,1211,1912,1172
381000,4.5469,52,2216,526,940,530
439300,4.25,44,1543,463,652,406
4e+05,4.0795,39,1995,634,867,567
378000,4.3889,52,2677,642,1144,624
398100,3.5214,50,2960,761,1179,718
408300,3.385,44,1633,536,741,513
5e+05,5.8408,52,2208,409,791,408
418800,4.7361,50,914,167,322,165
363800,4.7875,46,2834,673,1175,670
406900,3.9352,44,2532,621,961,550
461500,3.7813,43,3070,668,1240,646
500001,7.3672,47,3330,569,1220,557
500001,7.0796,45,3035,516,1127,527
500001,3.9934,41,2072,491,742,414
500001,5.1815,36,2484,525,792,446
267400,5.6051,15,4690,1002,1879,974
367300,5.1508,15,9103,1847,3333,1712
463500,6.0362,20,4534,954,1941,892
500001,10.2233,10,7264,1137,2528,1057
395200,4.6852,52,3697,691,1436,671
360700,5.3046,37,4365,926,1661,868
450000,2.1579,27,1675,521,744,331
414700,2.8333,52,2359,591,1100,431
3e+05,3.3906,52,2127,512,733,288
450000,2.7361,52,996,264,341,160
287500,2.6042,29,716,214,422,173
1e+05,1.554,32,3508,917,2794,839
99600,1.5078,36,1786,418,1367,393
109800,2,31,2839,792,2390,729
100800,1.2455,41,2057,550,1805,506
96900,2.2031,27,1774,444,1622,402
94000,1.5898,35,1182,305,977,283
108600,1.5615,38,2407,630,1774,562
114900,2.5679,36,3504,862,2521,836
99300,2.0114,36,2041,531,1390,464
123800,1.6716,32,2701,708,1880,590
111200,1.7244,32,1815,488,1715,475
99200,1.2,35,1300,356,1216,326
124300,1.3962,36,2196,633,2017,583
128000,3.2024,40,2434,477,1646,453
127900,4.2917,37,1282,244,852,249
126700,3.6583,44,1854,367,976,335
175000,2.2448,40,1917,438,1021,383
145800,3.2206,40,1323,243,684,229
153800,3.775,40,1550,278,798,270
142000,5.5787,42,1173,201,602,186
150300,4.9464,43,1834,292,997,295
168800,4.5368,37,2740,504,1468,479
172100,4.25,37,2379,462,1327,445
148400,4.4091,37,1831,356,925,338
156000,6.0718,38,694,112,412,119
159900,4.0625,35,1213,284,742,253
186200,3.1563,37,1487,296,863,291
183800,4.6389,38,1067,170,499,169
189000,4.0536,36,1722,280,830,261
192000,4,36,1153,224,639,226
137500,1.9309,31,3757,1102,3288,964
191000,5.5176,47,1453,247,721,276
183500,3.1719,43,3819,708,1505,712
189800,4.2099,24,6513,1290,2636,1271
175600,4.6667,44,2023,325,992,326
169800,5.0912,44,2131,360,1040,330
194100,5.4359,33,1923,459,1412,361
164900,2.7139,52,1590,302,844,295
171300,3.8512,47,1885,361,954,357
166500,3.3214,47,1297,292,704,264
157100,4.3919,46,1504,270,814,306
188200,5.5,45,2230,364,949,344
189200,2.3,42,1686,361,737,319
198200,2.0057,42,2084,517,1062,451
143500,2.0694,33,1495,474,1272,447
159400,2.2303,25,1864,616,1710,575
128100,3.2708,26,1725,431,1130,404
143400,2.6734,26,3832,1074,2340,904
152800,3.1194,33,1884,477,1518,449
170800,3.745,42,3081,680,1785,609
137700,2.3882,47,2649,684,2374,607
137800,3.163,40,2108,526,1922,544
136600,3.7067,45,1298,294,1064,268
323800,3.8056,30,1548,330,757,349
157500,1.2094,21,2714,881,1549,853
164300,3.1354,26,2773,681,1560,631
147700,2.681,28,4770,1328,3201,1196
143800,2.1587,25,3762,1281,4015,1178
137500,3.0519,30,2661,765,2324,724
159800,2.8892,42,1779,431,1507,380
164000,3.95,45,1076,213,781,238
170800,3.7237,42,1116,303,1082,299
146900,2.7284,21,1802,556,1286,557
170000,2.8378,25,1849,518,1498,451
151300,2.5504,26,3543,1055,2742,951
177200,2.6535,26,3231,1089,3193,1020
259400,4.4038,45,1559,305,891,341
246300,5.057,46,1425,283,782,273
218800,3.5833,39,813,185,344,154
179800,2.9646,26,6672,1729,3333,1557
195800,4.0179,18,1284,283,990,289
153100,2.7464,21,3616,1060,2515,945
160900,2.7712,29,2861,816,1715,775
142500,2.6823,19,4651,1281,2917,1121
129200,3.0393,17,3431,934,2365,810
177300,3.6583,37,2146,573,2009,592
175000,4.875,26,138,23,100,20
262500,2.2297,35,924,349,1376,358
163900,4.1635,42,1139,302,1283,306
177500,2.875,42,2532,627,2038,591
181700,2.8438,32,1067,286,1053,277
174000,4.125,52,836,175,747,166
156800,3.3056,39,1390,410,1666,371
148500,2.3125,38,2169,688,3036,639
149400,2.3675,29,2265,813,3425,781
170000,2.68,30,1132,347,1433,341
156500,2.6298,40,1625,500,2036,476
152300,3.4063,33,939,284,1309,250
153900,2.2679,36,1528,486,1824,470
146900,1.7344,35,1050,252,918,236
162500,1.9766,34,617,189,810,180
170600,2.3375,33,2040,576,2649,561
149100,2.8462,35,1451,435,1888,420
142200,2.6654,38,1794,508,2188,454
150400,2.5547,36,2225,601,2755,610
144600,3.3125,42,1028,278,1369,261
147500,2.182,37,3107,903,3456,734
160700,2.4886,36,2796,1041,4033,944
152300,3.2862,37,4916,1134,3533,1035
143700,2.8304,33,4294,1224,4512,1189
155700,2.2976,32,1254,399,1281,386
167700,3.0677,37,1638,407,1341,369
191900,3.01,26,3156,857,2394,787
192800,3.5139,31,2746,697,1973,598
223300,2.11,25,2260,692,1603,673
204500,3.1656,27,4445,1231,3340,1113
199600,3.3558,29,1475,349,965,370
239700,2.75,24,2728,845,2023,773
2e+05,3.6167,29,736,232,584,231
229300,2.6667,26,3695,1144,2308,1009
226800,4.1023,46,1231,231,793,256
233800,2.6375,19,2807,883,1546,815
212500,2.6961,19,3103,918,2033,738
245800,2.8958,10,199,41,61,56
218300,4.4722,44,938,181,502,171
238900,4.9688,36,1075,197,509,197
242700,5.5255,40,928,187,521,185
245600,4.8611,39,1073,206,556,204
246300,4.4861,46,1130,201,503,196
246900,4.4474,46,442,88,255,94
202500,3.0132,44,520,116,392,106
222500,3.8,41,2048,439,1191,429
225600,4.3333,42,1949,422,1184,423
230000,4.74,42,1935,388,1136,379
231900,5.0452,40,1271,276,725,234
227800,3.9355,41,1869,427,1334,435
303700,5.6704,35,1742,283,812,282
294800,5.6482,35,1651,269,707,252
256300,3.3409,32,332,103,177,102
289600,5.8374,36,2904,515,1463,534
231300,2.7813,19,1949,559,1282,498
265000,3.5234,31,2583,663,1675,612
241400,4.0775,28,2108,534,1485,536
264500,3.87,26,2159,523,1331,520
272800,2.8512,25,1884,554,1337,549
237000,3.0417,25,3309,902,2299,837
269700,4.3187,32,1660,366,928,398
244000,4.8409,29,2461,535,1236,482
235400,3.825,34,2055,448,1134,408
243100,4.1,36,2064,474,1366,421
230000,3.9485,32,1056,225,565,231
230400,3.5313,39,1166,222,640,206
185400,3.267,23,969,288,670,251
181800,3.3491,39,1224,312,1106,333
202100,3.2649,17,3724,1023,2536,971
183300,3.5903,35,1092,302,962,297
185700,2.4741,8,3937,1404,2691,1142
193800,3.425,6,1047,271,740,248
192300,2.6689,12,9975,3638,7429,3405
192700,2.455,8,10731,3335,7211,3028
177900,3.8173,31,1415,339,874,289
181100,4.2596,36,961,173,625,179
180500,4.2083,33,1729,396,1073,344
181300,4.2,35,940,197,640,215
184500,3.6654,35,881,159,605,170
181300,4.5304,34,3041,677,1920,640
180500,5.7528,34,1068,198,757,231
188000,3.6625,35,3189,680,1882,651
146400,4.8456,35,1307,246,672,219
158000,5.0653,35,1580,266,926,282
157800,4.9615,34,1536,273,804,287
152800,4.8304,35,1281,219,710,184
137200,2.0437,31,3894,1017,3590,962
145200,3.692,34,1799,362,1293,355
155500,5.3292,34,1374,240,906,248
154700,3.0139,34,2053,382,1258,380
169400,3.7969,29,2228,396,1140,352
155100,3.0147,30,1842,476,1491,420
172600,2.6182,34,1617,493,1530,500
171300,2.6312,28,1576,400,891,378
177500,2.3043,28,1501,446,1028,418
159400,1.7714,27,1013,394,1067,400
208800,3.6,29,2617,668,1868,647
224100,3.4,27,3267,762,2099,647
173600,2.9559,13,2455,661,1975,618
181400,3.287,19,2421,689,1726,660
207800,3.0329,30,2756,858,1806,787
218100,3.285,37,2132,565,1369,565
198400,3.5417,38,1400,399,1131,405
208900,2.7428,33,2138,567,1072,528
218200,4.2171,32,2355,583,1605,571
218600,3.0739,36,1751,438,1175,419
237000,3.3281,21,4946,1231,3186,1167
214700,3.1597,27,3144,722,1510,680
234900,5.0641,31,1398,261,823,263
253600,4.0536,26,1221,312,807,330
247700,3.7375,29,850,229,563,204
195300,3.2574,30,1348,333,885,322
242100,2.8445,35,3227,749,1881,696
242300,3.5644,32,2421,671,1491,587
238000,3.5556,35,1939,412,1036,400
237500,2.3812,21,1490,430,686,400
194700,3.4792,30,2407,581,1724,531
220600,3.7639,37,2278,508,1257,498
231500,4.1458,35,2144,423,1192,417
212100,4.0473,36,1520,300,831,291
210300,4.1344,36,1741,412,1245,423
216400,3.0526,37,1664,401,1316,409
210100,4.2813,45,1928,453,1323,458
220600,5.1669,44,1300,252,695,249
242000,4.5053,34,2675,560,1270,492
163900,2.6091,21,6603,1984,5546,1745
224600,4.9779,23,2395,498,1309,493
227300,5.5133,37,542,105,355,118
242700,4.7426,36,1158,219,628,253
236600,4.1776,36,1342,259,706,261
226900,4.1953,39,1880,361,982,357
230800,5.1874,42,1816,338,897,306
245900,6.0088,36,2392,444,1346,445
244500,5.373,36,2274,411,1232,423
207900,2.8777,13,2887,853,2197,800
225000,3.4698,31,1547,344,956,287
232400,4.875,31,981,222,734,239
229000,3.6486,29,2940,708,2175,684
233900,4.1552,34,1740,387,1249,375
205000,2.9551,41,1355,349,655,329
220300,3.3971,22,1127,287,697,241
240000,4.2829,30,1143,299,776,273
228000,3.375,37,1719,426,1266,424
227600,5.3169,34,760,174,723,198
214000,4.0727,18,3380,922,2276,854
215000,3.1325,27,2837,684,2141,648
236800,4.2454,33,2408,534,1644,523
260800,2.65,28,1313,319,827,308
267400,3.2049,25,2845,710,1611,628
275000,2.7981,22,1388,336,930,287
230700,3.9844,26,1375,286,829,278
232700,3.0833,25,1769,440,1371,414
238200,4.0737,36,1583,411,1097,350
233300,3.2589,42,725,183,493,172
225800,4.4,44,822,180,480,177
233900,3.2594,36,1567,362,1054,386
237500,3.35,25,1459,362,1150,354
255000,2.425,40,1896,416,950,383
270500,3.9375,28,1065,215,887,217
247200,5.25,41,80,20,61,23
345800,5.9499,25,1453,271,695,283
363800,4.5987,32,2828,629,1313,534
376100,4.7319,35,2217,447,1000,450
363900,5.0596,38,3328,625,1455,619
358000,4.2333,32,2590,607,1132,555
337500,4.5729,22,2340,584,1141,554
339700,4.1818,22,2514,605,1225,568
358000,5.2338,38,1437,272,590,250
275000,3.6389,29,1436,401,674,343
361300,3.8086,25,3521,852,1524,764
346000,5.0594,41,1621,279,756,277
341400,4.9286,39,2988,605,1466,610
382200,4.5743,28,4603,993,2191,943
500001,5.5347,29,1929,523,686,455
500001,5.4088,27,1536,377,553,326
492200,7.3151,34,2674,435,1087,431
500001,7.8924,37,2458,400,920,375
472100,8.468,39,2311,404,1044,380
500001,7.5552,39,2040,336,926,351
500001,6.6494,35,2020,451,724,399
500001,5.308,37,1576,345,662,340
500001,5.9596,43,1394,321,552,296
500001,7.2316,31,1428,320,677,331
500001,9.0812,35,1194,292,507,295
500001,6.3861,38,4166,828,1600,770
500001,6.348,34,2959,639,1143,593
500001,5.0497,31,702,161,236,144
477100,7.9059,38,2868,466,1098,438
481500,6.6321,36,2334,430,1033,407
500001,7.9611,31,2926,492,1149,476
500001,8.1596,36,2127,314,807,306
500001,8.2037,7,4314,725,1699,718
379300,6.5745,35,1778,330,732,312
460400,6.3434,30,2532,464,1056,419
422700,7.3356,38,1851,332,750,314
438100,7.1845,40,826,143,389,147
329200,5.0299,40,756,122,371,130
336200,4.4271,44,1362,237,709,247
324000,4.4211,44,1325,245,669,253
342600,5.5335,21,966,172,417,158
359400,5.2999,33,1313,244,561,217
356800,5.6091,21,2696,548,1142,473
335900,5.9619,20,2439,474,1219,497
295800,4.7404,31,2518,543,1107,508
293000,4.9375,19,2512,575,1275,544
304200,6.02,19,757,148,361,141
334200,4.5357,27,1688,331,811,327
316900,4.675,27,2287,491,1101,466
345500,5.5771,27,3039,606,1421,564
340700,4.4828,26,2620,530,1282,525
281900,3.9868,17,1082,291,598,281
290000,3.4208,22,2114,541,1300,538
338600,5.0114,18,2516,485,1128,433
294000,3.5048,13,2907,726,1573,694
297400,5.5456,35,2126,434,1044,433
295900,5.0784,37,1768,314,802,290
305900,5.543,34,1865,345,963,302
324000,4.119,28,2685,581,1243,529
359900,6.5755,23,1829,331,891,356
292900,4.9821,21,4151,1018,2054,925
321900,5.7415,17,2791,579,1467,583
337900,5.8518,23,2387,418,1008,415
340400,7.521,19,3303,584,1329,569
365500,6.4242,12,4235,735,1798,683
352700,6.7613,29,2787,475,1182,444
333800,6.3021,24,3124,560,1312,542
329300,7.674,15,1778,311,908,330
337600,6.9021,33,1993,371,918,361
456100,4.8611,39,1489,282,743,270
453700,5.0602,34,1830,315,822,307
474300,7.6685,33,2496,387,1098,404
472700,6.077,34,1973,367,843,345
495500,5.9683,33,2543,439,1098,416
500001,8.1513,31,1448,244,607,259
470000,6.0441,35,1267,216,521,191
442100,4.75,36,2501,443,1031,422
500001,7.2651,36,3022,482,1278,494
500001,9.3399,36,1543,214,474,187
500001,7.5,35,1753,296,615,275
500001,6.3403,34,540,107,213,104
500001,8.0015,35,1060,191,444,196
500001,7.9614,43,2492,449,1033,437
500001,5.2533,40,925,254,371,227
500001,7.0842,34,1471,308,498,264
500001,6.822,41,847,173,344,170
434500,5.2276,26,6712,1441,2803,1394
394600,5.9683,34,2395,469,1087,438
500001,7.1264,34,358,87,162,84
472700,6.2356,42,1516,341,634,327
479500,6.435,40,1679,372,719,385
500001,5.2319,38,2398,431,911,392
500001,6.3231,45,2093,497,842,472
469800,5.0976,34,3145,786,1352,727
500001,5.3816,45,2181,505,965,471
392400,5.687,34,2361,442,915,437
368400,6.1404,28,3619,764,1735,789
400700,4.8971,24,2386,582,1152,568
380800,5.1677,18,5152,1365,2286,1243
430000,5.6017,29,2085,533,919,489
500001,4.7105,41,2237,597,938,523
435000,5.0322,43,1584,477,799,433
378100,4.9384,28,4430,928,2131,885
384600,5.5843,31,3533,729,1647,679
366200,5.7128,24,4373,871,1830,824
336400,4.425,16,6123,1989,2853,1789
349000,4.3594,17,1610,379,670,341
379800,5.4968,25,5775,1149,2637,1117
384800,4.4615,20,2270,498,1070,521
432700,5.1626,40,3070,570,1264,506
355300,6.0382,26,2869,567,1157,538
348600,5.137,16,2472,572,965,529
420200,5.145,19,6206,1611,2455,1472
500001,5.637,32,2075,539,954,519
500001,4.5817,30,3433,918,1526,828
500001,4.6048,34,2112,614,946,574
381200,4.5687,32,2815,607,1338,609
439200,5.1589,35,3053,623,1311,589
416700,6.0308,38,1318,237,547,225
427200,4.5179,35,2152,454,902,414
260700,2.4219,33,2147,505,1371,498
271900,5.3244,28,3763,762,1967,724
282100,4.3036,35,1818,339,828,319
280300,5.5538,34,1803,341,947,333
269000,6.4781,37,1402,254,722,251
270000,3.1505,30,1856,444,899,435
283300,3.2417,36,1271,346,811,345
265600,3.9167,44,724,133,373,133
266600,3.6988,28,4605,1188,2558,1093
298400,3.8657,31,3122,727,1885,715
296300,4.7543,27,3348,695,1545,625
325200,6.6632,29,2243,361,1051,352
291700,4.6563,32,3485,678,1715,649
283800,5.6254,35,2380,404,1212,422
255900,4.6406,34,1069,217,601,212
267100,4.2614,36,2219,406,1219,403
278100,6.4891,35,743,128,385,137
252300,6.4391,34,495,90,269,93
255400,6.0335,38,914,176,519,174
259600,6.3992,36,854,160,473,150
248600,4,38,1059,218,561,205
279400,5.259,36,2223,360,1162,376
285900,5.4791,35,1936,343,1008,346
286500,5.3743,28,2948,566,1445,524
261300,4.5833,37,1420,286,886,290
279600,5.5,34,2823,500,1429,483
257000,3.6169,28,2319,579,1369,564
281500,3.9732,28,2075,463,1216,446
271300,4.3859,24,2139,481,971,418
309700,6.2778,36,1561,252,740,253
314100,5.3131,36,1364,251,668,245
331900,5.269,36,1407,231,676,231
358500,5.399,34,1761,329,965,329
350900,5.8972,35,1818,353,853,321
330700,5.7422,37,1249,218,583,214
354200,5,34,1770,291,916,289
348200,5.6426,35,1248,206,551,185
334400,4.8906,36,1390,230,683,219
332600,5.2799,36,681,122,360,128
341200,6.1599,34,2415,404,1278,414
349300,6.1133,34,1086,197,509,158
395300,5.785,25,5622,998,2537,1009
354700,3.5414,22,13133,3680,7180,3522
361300,3.703,22,11016,3170,6664,2838
410000,6.3974,29,3662,586,1626,611
379000,5.3773,27,3245,605,1572,556
342000,6.1187,36,1102,193,522,172
353600,5.1984,36,1660,300,943,300
343000,5.7654,35,1577,279,743,274
342800,4.9583,35,1792,322,978,326
343400,5.9143,35,1378,247,645,217
350200,5.6013,35,2828,487,1439,490
353400,4.7308,35,1207,207,601,213
339000,6.7105,32,1751,328,819,323
286400,5.5023,5,13038,2679,5272,2523
234800,3.5073,42,3146,770,1859,740
270700,3.625,52,1819,464,1068,424
318900,3.8456,51,2399,516,1160,514
376100,1.6228,42,1486,420,897,377
225000,2.775,50,696,311,382,234
273000,2.9375,45,2929,755,1635,652
279900,3.402,35,3462,814,1902,700
310000,5.2363,19,3792,790,2105,834
323700,4.1406,39,2198,425,1160,436
361700,5.4925,26,2345,408,1195,377
362600,4.1169,23,3942,748,1679,711
336000,4.3056,30,1773,356,905,352
382100,4.4271,25,2587,512,1219,509
379500,7.0935,22,2508,402,1254,395
346200,4.8438,28,2142,445,1140,422
357000,4.7062,27,2113,380,1109,360
417800,6.5861,26,5591,934,2824,939
446800,5.0814,25,4177,832,2123,789
328900,4.0708,28,7591,1710,3420,1635
339000,6.2247,36,1784,311,901,293
387800,5.878,39,2794,444,1319,441
352700,6.0176,36,2463,447,1125,424
366900,6.256,36,2416,394,1115,386
339500,5.7765,36,1083,187,522,187
360800,3.3565,26,5166,1313,2738,1239
330000,6.1359,28,67,15,49,11
378800,4.5592,25,9042,2022,4458,1944
359900,5.1778,26,1575,300,881,309
458300,5.1271,36,2031,339,817,337
483600,6.4956,33,2349,407,954,373
410300,8.5491,20,1975,306,703,292
500001,5.0106,33,3994,990,1647,931
500001,5.9907,34,1822,364,750,366
356800,4.7026,34,2211,502,1113,488
482200,6.8553,33,5057,790,2021,748
500001,6.9296,36,1283,209,563,209
488500,6.015,41,1889,301,802,278
500001,5.7361,39,2400,373,877,372
487500,3.7778,35,1008,165,391,167
500001,10.5045,36,1018,148,329,169
365600,4.1071,29,4389,873,2069,901
350000,5.0254,36,716,123,388,124
327700,3.9408,34,1730,427,1008,393
318900,5.0951,33,2194,469,987,397
311700,4.875,32,1434,296,672,285
500001,5.9541,19,6224,1105,3152,1076
308900,3.7167,29,2795,572,1469,557
285800,4.0536,29,3254,717,1593,680
254700,3.2472,35,2290,563,1374,530
277900,4.0425,31,4464,991,2420,947
244800,3.1648,39,1415,298,729,278
279900,3.8287,35,2924,658,1675,602
315100,4.1477,32,2381,467,1264,488
286400,3.1275,29,4317,1037,2102,959
250000,3.3958,38,1601,352,711,304
383800,3.5804,30,4573,819,2411,819
271100,3.6797,21,6638,1634,3240,1568
500001,8.1782,25,11016,1626,4168,1584
500001,8.3609,34,5166,704,2071,668
500001,8.2064,36,1596,234,654,223
500001,6.9742,38,2553,400,1042,393
500001,10.1241,34,2629,369,966,375
500001,8.0838,36,4421,702,1433,624
500001,11.9993,31,4803,575,1490,577
500001,10.898,30,4402,563,1582,551
500001,12.9758,24,4787,562,1653,548
500001,11.6648,27,2141,260,635,240
500001,10.06,22,7554,991,2808,946
500001,10.5536,28,3065,406,1101,391
500001,8.0957,36,2093,303,802,300
500001,10.1447,26,6339,876,2540,880
500001,9.821,21,11353,1537,4649,1504
418300,6.3064,17,10950,2207,4713,2043
500001,7.7042,32,10445,1620,4474,1576
500001,8.5421,26,5005,776,2357,790
500001,8.2831,22,17591,2604,6897,2492
500001,15.0001,34,5586,674,1871,636
500001,10.0973,25,8272,1132,3392,1132
500001,7.6986,23,8277,1290,3176,1159
500001,7.5594,18,1193,233,475,228
500001,9.8091,4,311,51,128,46
416800,6.6447,20,5776,956,2757,936
414700,6.5704,26,4486,709,1873,719
357300,4.6042,36,2715,474,1303,457
396400,6.287,34,2338,393,1031,373
500001,9.8214,33,4244,595,1534,557
500001,9.267,33,2996,398,1048,387
500001,11.6677,37,1080,135,366,142
500001,10.1357,24,6097,794,2248,806
500001,6.887,37,627,95,259,106
2e+05,2.4432,37,1442,501,998,503
288900,1.6081,35,1989,634,1108,593
266700,3.0349,35,2705,785,1526,793
236100,2.5444,35,2234,689,1334,662
312500,1.7558,34,2832,883,1594,843
313600,2.6,36,1616,465,773,429
243800,2.0205,33,3463,1170,1845,1134
283300,2.0702,30,2353,728,1365,718
3e+05,2.875,37,7097,2010,2913,1939
2e+05,2.5812,36,1390,458,874,468
383300,2.6136,28,1111,300,526,294
383300,3.2159,38,1349,344,547,309
3e+05,3.0156,38,4408,1295,1690,1229
500001,4.0651,33,3180,865,1347,841
225000,3.2818,31,6348,1827,2559,1755
341700,3.1517,22,4247,1253,1766,1170
4e+05,5.5224,24,630,172,257,147
312500,2.6713,28,4376,1202,1847,1128
431400,2.945,52,1479,360,652,346
335300,2.8889,30,4524,1312,1910,1243
430800,3.5114,52,1244,304,444,282
450000,3.9375,48,1226,288,370,264
281300,3.5659,24,8264,2437,3148,2274
272900,2.5784,28,4001,1352,1799,1220
362500,3.6207,27,4312,1214,1634,1097
425000,4.4167,28,2347,608,785,548
375000,3.067,28,833,230,349,210
500001,15.0001,27,3979,510,1351,520
500001,15.0001,45,2686,283,857,259
500001,15.0001,52,3759,464,1407,422
500001,15.0001,52,3815,439,1266,413
